,area,begin-area,country,disambiguation,end-area,gender,id,ipi,ipi-list,isni-list,life-span,name,sort-name,type
1720,"{'sort-name': 'Germany', 'id': '85752fda-13c4-31a3-bee5-0e5cb1f51dad', 'name': 'Germany', 'iso-3166-1-code-list': ['DE']}","{'sort-name': 'Berlin', 'iso-3166-2-code-list': ['DE-BE'], 'id': 'c9ac1239-e832-41bc-9930-e252a1fd1105', 'name': 'Berlin'}",DE,,,,6e9ac29b-798c-4af7-8d9e-55cdc72a999c,,,,{'begin': '1980-04-01'},Einstürzende Neubauten,Einstürzende Neubauten,Group
1721,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}","{'sort-name': 'Stockholm', 'id': '1127ddc2-eab3-4662-8718-6adbdeea3b10', 'name': 'Stockholm'}",SE,"Swedish dance singer, real name: Petra Eos Marklund",,Female,f97b55a8-7d03-4ebe-a277-a9cadc2a9f86,,,['0000000078820827'],{'begin': '1984-09-12'},September,September,Person
1722,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Los Angeles', 'id': '1f40c6e1-47ba-4e35-996f-fe6ee5840e62', 'name': 'Los Angeles'}",US,,,,b5bd9f88-962e-4730-84a7-795592ba42e8,,,['0000000115023270'],{'begin': '2002'},Silversun Pickups,Silversun Pickups,Group
1723,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'London', 'id': 'f03d09b3-39dc-4083-afd6-159e3f0d462f', 'name': 'London'}",GB,,,,83d91898-7763-47d7-b03b-b92132375c47,,,['0000000109397559'],"{'ended': 'true', 'begin': '1965', 'end': '2014'}",Pink Floyd,Pink Floyd,Group
1724,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Leeds', 'id': '116e3eb1-2b14-42c9-91a1-7a2510dcc4b3', 'name': 'Leeds'}",GB,,,,90218af4-4d58-4821-8d41-2ee295ebbe21,,,['0000000123370838'],{'begin': '2003'},Kaiser Chiefs,Kaiser Chiefs,Group
1725,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Chicago', 'id': '29a709d8-0320-493e-8d0c-f2c386662b7f', 'name': 'Chicago'}",US,USA hard rock band,,,39a1b293-8e17-4a1c-b50b-034c40e24461,,,,{'begin': '1997'},SOiL,SOiL,Group
1726,"{'sort-name': 'Canada', 'id': '71bbafaa-e825-3e15-8ca9-017dcad1748b', 'name': 'Canada', 'iso-3166-1-code-list': ['CA']}","{'sort-name': 'Toronto', 'id': '74b24e62-d2fe-42d2-9d96-31f2da756c77', 'name': 'Toronto'}",CA,Canadian rapper,,Male,3dfb71a2-2e06-4a69-8839-3e1fc07e92ea,,,['0000000119711898'],{'begin': '1972-02-20'},k‐os,k‐os,Person
1727,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Hammersmith', 'id': '8147ca78-c199-4083-a9a9-971f0d13e071', 'name': 'Hammersmith'}",GB,,,Male,6cb79cb2-9087-44d4-828b-5c6fdff2c957,00047044888,['00047044888'],['0000000078396325'],{'begin': '1958-03-08'},Gary Numan,"Numan, Gary",Person
1728,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'East Point', 'id': '69846b91-e293-472d-acbf-e72ce3b60b48', 'name': 'East Point'}",US,,,,73fdb566-a9b1-494c-9f32-51768ec9fd27,,,['000000011537277X'],{'begin': '1991'},OutKast,OutKast,Group
1729,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}",,US,US band,,,bbc8d6b5-a3e3-4d51-9f4e-565e9ef94967,,,,{'begin': '2003'},Rooney,Rooney,Group
1730,"{'sort-name': 'Brazil', 'id': 'f45b47f8-5796-386e-b172-6c31b009a5d8', 'name': 'Brazil', 'iso-3166-1-code-list': ['BR']}","{'sort-name': 'Rio de Janeiro', 'id': '9443d4f5-668c-4f30-96bd-6caf831de30f', 'name': 'Rio de Janeiro'}",BR,Brazilian electronic music artist,,Male,630662ea-1c7d-4208-99fd-ba3afec20f0c,00266696710,"['00266696710', '00284567722']",['0000000120177960'],{'begin': '1972-02-07'},Amon Tobin,"Tobin, Amon",Person
1731,"{'sort-name': 'Cuba', 'id': 'b06c4e86-97f7-3419-84a9-a23c60ea0b22', 'name': 'Cuba', 'iso-3166-1-code-list': ['CU']}",,CU,,,,2a85ecff-41e9-4be1-aca6-c87054a4c334,,,['0000000121961597'],,Buena Vista Social Club,Buena Vista Social Club,Group
1732,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Downpatrick', 'id': '13ec9908-d4a3-41fb-8e9b-bcad70b97b75', 'name': 'Downpatrick'}",GB,Northern Ireland alternative rock band,,,99164692-c02d-407c-81c9-25d338dd21f4,,,['0000000110111773'],{'begin': '1989'},Ash,Ash,Group
1733,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}","{'sort-name': 'Stockholm', 'id': '1127ddc2-eab3-4662-8718-6adbdeea3b10', 'name': 'Stockholm'}",SE,,,Female,6ac47f31-3b2e-4f95-bef0-ce869af4ee98,,,['0000000078397846'],{'begin': '1969-03-04'},Stina Nordenstam,"Nordenstam, Stina",Person
1734,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}",,GB,,,,944655bc-16b1-48d2-b4ff-f73654612fcf,,,,{'begin': '1982'},Current 93,Current 93,Group
1735,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}","{'sort-name': 'Stockholm', 'id': '1127ddc2-eab3-4662-8718-6adbdeea3b10', 'name': 'Stockholm'}",SE,Swedish indie electronic duo,,,bf710b71-48e5-4e15-9bd6-96debb2e4e98,,,,"{'ended': 'true', 'begin': '1999', 'end': '2014-11'}",The Knife,"Knife, The",Group
1736,"{'sort-name': 'Italy', 'id': 'c6500277-9a3d-349b-bf30-41afdbf42add', 'name': 'Italy', 'iso-3166-1-code-list': ['IT']}",,IT,,,Male,57c1e5ea-e08f-413a-bcb1-f4e4b675bead,,,,{'begin': '1967-12-17'},Gigi D’Agostino,"D’Agostino, Gigi",Person
1737,"{'sort-name': 'Australia', 'id': '106e0bec-b638-3b37-b731-f53d507dc00e', 'name': 'Australia', 'iso-3166-1-code-list': ['AU']}","{'sort-name': 'Kilwinning', 'id': 'a3a1e396-4e60-4212-87d1-c0418cd8cdb8', 'name': 'Kilwinning'}",AU,,,Male,864d7069-57dc-45f6-b408-875b35106dd3,00052287680,['00052287680'],['0000000108006712'],{'begin': '1953-06-29'},Colin Hay,"Hay, Colin",Person
1738,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}","{'sort-name': 'Uppsala', 'iso-3166-2-code-list': ['SE-C'], 'id': '8402526a-eb34-4429-9227-7794cbc59c37', 'name': 'Uppsala'}",SE,,,Female,a04e7da2-998b-4e36-abaa-014c00b93622,00430154896,['00430154896'],,{'begin': '1981-03-15'},Veronica Maggio,"Maggio, Veronica",Person
1739,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Lubbock', 'id': 'b56bd92d-9945-4828-a964-ccb932649633', 'name': 'Lubbock'}",US,,"{'sort-name': 'Grant Township', 'disambiguation': 'Cerro Gordo County', 'id': '67cb1964-484f-48f7-a406-df849afd1323', 'name': 'Grant Township'}",Male,d352f5dd-3023-4565-a7bb-52396bf8821d,00085469927,['00085469927'],['0000000073585389'],"{'ended': 'true', 'begin': '1936-09-07', 'end': '1959-02-03'}",Buddy Holly,"Holly, Buddy",Person
1740,"{'sort-name': 'Finland', 'id': '6a264f94-6ff1-30b1-9a81-41f7bfabd616', 'name': 'Finland', 'iso-3166-1-code-list': ['FI']}",,FI,,,,50eec634-7c42-41ee-9b1f-b41d9ca28b26,,,,{'begin': '2003'},Korpiklaani,Korpiklaani,Group
1741,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Buffalo', 'id': '7e5e7fd7-c1eb-4cb8-87e2-fb1c0eda9e48', 'name': 'Buffalo'}",US,,,,7b1cf87e-c54f-4abc-893d-90245a31900d,,,,{'begin': '1989'},Mercury Rev,Mercury Rev,Group
1742,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Middletown', 'id': 'fbea13ef-0ba9-4866-b741-cbf72908eac4', 'name': 'Middletown'}",US,US pop rock group,,,c485632c-b784-4ee9-8ea1-c5fb365681fc,,,['0000000106610166'],{'begin': '2002-12'},MGMT,MGMT,Group
1743,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Westbury', 'id': '07fc79d7-d5a2-413c-927f-bbfffa0d8c00', 'name': 'Westbury'}",US,,,Male,29762c82-bb92-4acd-b1fb-09cc4da250d2,00126361396,['00126361396'],,{'begin': '1956-07-15'},Joe Satriani,"Satriani, Joe",Person
1744,"{'sort-name': 'Finland', 'id': '6a264f94-6ff1-30b1-9a81-41f7bfabd616', 'name': 'Finland', 'iso-3166-1-code-list': ['FI']}",,FI,,,,1e6d7f54-95b1-400f-863c-2a72a7494e59,,,,{'begin': '1985-04-06'},CMX,CMX,Group
1745,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Los Angeles', 'id': '1f40c6e1-47ba-4e35-996f-fe6ee5840e62', 'name': 'Los Angeles'}",US,,,,299278d3-25dd-4f30-bae4-5b571c28034d,,,,{'begin': '2001'},The Postal Service,"Postal Service, The",Group
1746,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}",,GB,UK singer/songwriter Stephen Duffy of Duran Duran,,Male,4e0e884d-099b-4ca9-bf4d-bcb31e739540,,,,{'begin': '1960-05-30'},Duffy,Duffy,Person
1747,"{'sort-name': 'Los Angeles', 'id': '1f40c6e1-47ba-4e35-996f-fe6ee5840e62', 'name': 'Los Angeles'}","{'sort-name': 'Los Angeles', 'id': '1f40c6e1-47ba-4e35-996f-fe6ee5840e62', 'name': 'Los Angeles'}",,,,,55821c25-bd47-4f67-baf8-17ccd2cf1c86,,,,{'begin': '2005'},No Age,No Age,Group
1748,"{'sort-name': 'Norway', 'id': '6743d351-6f37-3049-9724-5041161fff4d', 'name': 'Norway', 'iso-3166-1-code-list': ['NO']}","{'sort-name': 'Notodden', 'id': 'd2300005-2c25-4e81-aef4-300c05350265', 'name': 'Notodden'}",NO,Norwegian black metal band,,,d9951785-7906-4daf-9a60-21753bf64aa9,,,,"{'ended': 'true', 'begin': '1991', 'end': '2001'}",Emperor,Emperor,Group
1749,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Las Vegas', 'id': 'cd22d0ba-c79b-45b3-a8e0-617b240df5f0', 'name': 'Las Vegas'}",US,USA punk band,,,5f6be871-eb98-42f1-bce4-5a3d8212c281,,,,"{'ended': 'true', 'begin': '1982', 'end': '1988'}",M.I.A.,M.I.A.,Group
1750,"{'sort-name': 'France', 'id': '08310658-51eb-3801-80de-5a0739207115', 'name': 'France', 'iso-3166-1-code-list': ['FR']}",,FR,French New Age project,,,881c5eec-ab10-4523-98cc-0abf43900065,,,,{'begin': '1996'},Era,Era,Group
1751,"{'sort-name': 'Denmark', 'id': '4757b525-2a60-324a-b060-578765d2c993', 'name': 'Denmark', 'iso-3166-1-code-list': ['DK']}",,DK,,,,455aca99-38f3-47cb-aa6b-820cf9de3c91,,,,{'begin': '2000'},Blue Foundation,Blue Foundation,Group
1752,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}","{'sort-name': 'Tumba', 'id': '91c973bd-0cb8-4a27-bcdb-b027f9b17d1a', 'name': 'Tumba'}",SE,Swedish christian metal band,,,2ad3b5c0-85aa-4acd-8680-a90ac100133b,,,,{'begin': '1994'},Blindside,Blindside,Group
1753,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Coventry', 'iso-3166-2-code-list': ['GB-COV'], 'id': 'aab979a4-b106-4baa-a4a3-fc45f775cff9', 'name': 'Coventry'}",GB,,,,68bd8072-0412-44b1-81dd-807aa6c1918c,,,['0000000110182758'],"{'ended': 'true', 'begin': '1986', 'end': '2016'}",Bolt Thrower,Bolt Thrower,Group
1754,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Grangemouth', 'id': '8a8ebc78-be45-44ee-a9bc-258bb449233c', 'name': 'Grangemouth'}",GB,,,,000fc734-b7e1-4a01-92d1-f544261b43f5,,,['0000000123695712'],"{'ended': 'true', 'begin': '1981', 'end': '1998'}",Cocteau Twins,Cocteau Twins,Group
1755,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'London', 'id': 'f03d09b3-39dc-4083-afd6-159e3f0d462f', 'name': 'London'}",GB,,,,33b3c323-77c2-417c-a5b4-af7e6a111cc9,,,['0000000121494204'],"{'ended': 'true', 'begin': '1966', 'end': '1969-06'}",The Jimi Hendrix Experience,"Hendrix, Jimi, The, Experience",Group
1756,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Plainfield', 'id': 'ee872fa7-4286-4928-b5a6-2785a4d43e98', 'name': 'Plainfield'}",US,,"{'sort-name': 'Detroit', 'id': 'b03ff310-d8e2-45cf-9455-769f76641eb2', 'name': 'Detroit'}",,cf042013-3edd-46c4-9b0e-a62faac98d0b,,,['0000000115510669'],"{'ended': 'true', 'begin': '1968', 'end': '1981'}",Funkadelic,Funkadelic,Group
1757,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Newport Beach', 'id': '71e57e77-7b2f-4244-8076-c5ecc1f62396', 'name': 'Newport Beach'}",US,,,,47b8b42a-96e8-46fa-9ea6-70c5136ae971,,,,{'begin': '2003-03'},Saosin,Saosin,Group
1758,"{'sort-name': 'Australia', 'id': '106e0bec-b638-3b37-b731-f53d507dc00e', 'name': 'Australia', 'iso-3166-1-code-list': ['AU']}","{'sort-name': 'Melbourne', 'id': 'b4e9352c-8edf-4911-8fa3-e852afa30501', 'name': 'Melbourne'}",AU,Australian electronic music group,,,a6623d39-2d8e-4f70-8242-0a9553b91e50,,,,{'begin': '1997'},The Avalanches,"Avalanches, The",Group
1759,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'San Francisco', 'id': '83f22bb6-4631-443c-bace-9fae8540362a', 'name': 'San Francisco'}",US,,,,ef2c6449-d02b-415b-ad8c-c14c08266552,,,,{'begin': '2002'},Sun Kil Moon,Sun Kil Moon,Group
1760,"{'sort-name': 'Finland', 'id': '6a264f94-6ff1-30b1-9a81-41f7bfabd616', 'name': 'Finland', 'iso-3166-1-code-list': ['FI']}","{'sort-name': 'Helsinki', 'id': '39d62198-1e76-4de4-b079-e86e3a393bbc', 'name': 'Helsinki'}",FI,,,,788ad31c-bf0c-4a31-83f8-b8b130d79c76,,,['000000011554763X'],{'begin': '1993'},Apocalyptica,Apocalyptica,Group
1761,"{'sort-name': 'Germany', 'id': '85752fda-13c4-31a3-bee5-0e5cb1f51dad', 'name': 'Germany', 'iso-3166-1-code-list': ['DE']}","{'sort-name': 'G\xc3\xb6ttingen', 'id': 'e1118b38-3b6b-4e3b-a260-ba83a89eb09a', 'name': 'G\xc3\xb6ttingen'}",DE,,,,66da25f9-1534-4dd1-b88c-718bc24e1ccd,,,['0000000085383602'],{'begin': '1994'},Guano Apes,Guano Apes,Group
1762,"{'sort-name': 'Sweden', 'id': '23d10872-f5ae-3f0c-bf55-332788a16ecb', 'name': 'Sweden', 'iso-3166-1-code-list': ['SE']}","{'sort-name': 'Eskilstuna', 'id': '35b7cbee-b398-4098-a79c-730f8678fe83', 'name': 'Eskilstuna'}",SE,,,,f7c65346-9631-4220-9188-5e90baae58d5,,,['0000000121961810'],{'begin': '1991'},Pain of Salvation,Pain of Salvation,Group
1763,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'New York', 'iso-3166-2-code-list': ['US-NY'], 'id': '75e398a3-5f3f-4224-9cd8-0fe44715bc95', 'name': 'New York'}",US,,,,f47fc54d-b334-4321-8218-00c5b11d4dd1,,,,{'begin': '1998'},Gogol Bordello,Gogol Bordello,Group
1764,"{'sort-name': 'France', 'id': '08310658-51eb-3801-80de-5a0739207115', 'name': 'France', 'iso-3166-1-code-list': ['FR']}","{'sort-name': 'Ondres', 'id': '73a31082-bf8c-4b98-9f83-d9598a06e2a3', 'name': 'Ondres'}",FR,French heavy metal,,,1c5efd53-d6b6-4d63-9d22-a15025cf5f07,,,,{'begin': '1996'},Gojira,Gojira,Group
1765,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Bridport', 'id': 'e9c014c1-ac5a-431a-9773-beee4786b003', 'name': 'Bridport'}",GB,,,Female,e795e03d-b5d5-4a5f-834d-162cfb308a2c,00162440888,"['00162440888', '00162455379']",['0000000120300535'],{'begin': '1969-10-09'},PJ Harvey,"Harvey, PJ",Person
1766,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Mandeville', 'id': '8ee932b2-113a-4bc1-bfc4-06dc437d686a', 'name': 'Mandeville'}",US,,,,6f81a7dc-be31-4498-ae95-6d994ffec614,,,,{'begin': '2000'},12 Stones,12 Stones,Group
1767,"{'sort-name': 'Canada', 'id': '71bbafaa-e825-3e15-8ca9-017dcad1748b', 'name': 'Canada', 'iso-3166-1-code-list': ['CA']}","{'sort-name': 'Vancouver', 'id': '6ccc62d1-bdd8-4f08-8fae-bfaa5310e5ef', 'name': 'Vancouver'}",CA,,,,25b75a66-ce83-4db3-b136-395a3c3784c4,,,,{'begin': '1997'},The New Pornographers,"New Pornographers, The",Group
1768,,,,,,,bcbc08d6-4615-4f40-963c-5158ebe2b9e0,,,,{'begin': '2001'},Haste the Day,Haste the Day,Group
1769,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}",,US,,,,43e2b545-3e4a-4fd7-a773-8daafa610570,,,,"{'ended': 'true', 'begin': '2000', 'end': '2002'}",Lovage,Lovage,Group
1770,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}","{'sort-name': 'Reading', 'iso-3166-2-code-list': ['GB-RDG'], 'id': '9f11c5cc-b4b5-4589-8476-bc863930caa7', 'name': 'Reading'}",GB,,,Male,a1684a49-feaa-4150-b758-d9412fc59f12,00047039093,"['00047039093', '00077497524']",['0000000121225610'],{'begin': '1953-05-15'},Mike Oldfield,"Oldfield, Mike",Person
1771,"{'sort-name': 'United Kingdom', 'id': '8a754a16-0027-3a29-b6d7-2b40ea0481ed', 'name': 'United Kingdom', 'iso-3166-1-code-list': ['GB']}",,GB,,,Male,451f9db1-f75f-44f9-b218-f8bdf22035a1,,,,{'begin': '1981-05-16'},Jim Sturgess,"Sturgess, Jim",Person
1772,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Boston', 'id': 'e331bfdf-b908-429c-a79b-710cf9c06abb', 'name': 'Boston'}",US,alternative rapper from Boston,"{'sort-name': 'New York', 'id': '74e50e58-5deb-4b99-93a2-decbb365c07f', 'name': 'New York'}",Male,215c6ab2-7888-4061-bd56-9fb650328106,,,,"{'ended': 'true', 'begin': '1966-07-16', 'end': '2010-04-19'}",Guru,Guru,Person
1773,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Denver', 'id': 'fc1aee9a-f1a8-45dc-8820-af6b5d7f7450', 'name': 'Denver'}",US,,,,ea075268-e5ea-40f7-b9c3-68b039218a88,,,['0000000121682168'],{'begin': '1993'},The Apples in Stereo,"Apples in Stereo, The",Group
1774,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Los Angeles', 'id': '1f40c6e1-47ba-4e35-996f-fe6ee5840e62', 'name': 'Los Angeles'}",US,,,,5153eb0e-b6dd-4882-a24a-7d464c153962,,,,{'begin': '2003'},Red Sparowes,Red Sparowes,Group
1775,"{'sort-name': 'Canada', 'id': '71bbafaa-e825-3e15-8ca9-017dcad1748b', 'name': 'Canada', 'iso-3166-1-code-list': ['CA']}","{'sort-name': 'Burlington', 'id': '53dd4bd4-6667-47cf-9640-8510a510c878', 'name': 'Burlington'}",CA,,,,d89de379-665d-425c-b2e9-41b95d1edb36,,,,{'begin': '2000-06'},Silverstein,Silverstein,Group
1776,"{'sort-name': 'Poland', 'id': 'dd7f80c8-f017-3d01-8608-2a8c9c32b954', 'name': 'Poland', 'iso-3166-1-code-list': ['PL']}",,PL,,,,449d58a3-3a99-4a8c-9611-d3654849f4f6,,,,{'begin': '2003'},Vavamuffin,Vavamuffin,Group
1777,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Atlanta', 'id': '26e0e534-19ea-4645-bfb3-1aa4e83a4046', 'name': 'Atlanta'}",US,,,,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,,,,{'begin': '1999'},Mastodon,Mastodon,Group
1778,"{'sort-name': 'Bristol', 'iso-3166-2-code-list': ['GB-BST'], 'id': '40d758a4-b7c2-40f3-b439-5efbd2a3b038', 'name': 'Bristol'}","{'sort-name': 'Bristol', 'iso-3166-2-code-list': ['GB-BST'], 'id': '40d758a4-b7c2-40f3-b439-5efbd2a3b038', 'name': 'Bristol'}",,,,,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,,,['0000000123699799'],{'begin': '1987'},Massive Attack,Massive Attack,Group
1779,"{'sort-name': 'Finland', 'id': '6a264f94-6ff1-30b1-9a81-41f7bfabd616', 'name': 'Finland', 'iso-3166-1-code-list': ['FI']}","{'sort-name': 'Helsinki', 'id': '39d62198-1e76-4de4-b079-e86e3a393bbc', 'name': 'Helsinki'}",FI,,,,efaefde1-e09b-4d49-9d8e-b1304d2ece8d,,,,{'begin': '1990'},Amorphis,Amorphis,Group
1780,"{'sort-name': 'Germany', 'id': '85752fda-13c4-31a3-bee5-0e5cb1f51dad', 'name': 'Germany', 'iso-3166-1-code-list': ['DE']}",,DE,,,,9b707faa-500f-4ea8-a433-40e0b328a57d,,,,{'begin': '2003'},Leaves' Eyes,Leaves' Eyes,Group
1781,"{'sort-name': 'Los Angeles', 'id': '1f40c6e1-47ba-4e35-996f-fe6ee5840e62', 'name': 'Los Angeles'}","{'sort-name': 'Cleveland', 'id': '7b2ca1e7-e7f6-4155-881d-c660a45c11e8', 'name': 'Cleveland'}",,US rock group from Cleveland,,,6ae51665-8261-4ae5-883f-1899651ad31b,,,['0000000115516649'],{'begin': '1993'},Filter,Filter,Group
1782,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}",,US,70s US Jazz trio,,,14b22b4b-06d5-4b82-8284-29d29b58945f,,,,"{'ended': 'true', 'begin': '1971', 'end': '1986'}",Air,Air,Group
1783,"{'sort-name': 'Germany', 'id': '85752fda-13c4-31a3-bee5-0e5cb1f51dad', 'name': 'Germany', 'iso-3166-1-code-list': ['DE']}","{'sort-name': 'D\xc3\xbcsseldorf', 'id': '03e75281-c3a3-454a-8d78-c85a5415c49e', 'name': 'D\xc3\xbcsseldorf'}",DE,,,,c3bc80a6-1f4a-4e17-8cf0-6b1efe8302f1,,,['0000000123426141'],{'begin': '1982'},Die Toten Hosen,"Toten Hosen, Die",Group
1784,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Philadelphia', 'id': '0eeb01c2-6e31-46ad-96b8-319749f731d2', 'name': 'Philadelphia'}",US,,,,a2496a3c-8f42-4b98-b780-6f8d64f56441,,,,{'begin': '2004'},Circa Survive,Circa Survive,Group
1785,"{'sort-name': 'United States', 'id': '489ce91b-6658-3307-9877-795b68554c98', 'name': 'United States', 'iso-3166-1-code-list': ['US']}","{'sort-name': 'Buffalo', 'id': '7e5e7fd7-c1eb-4cb8-87e2-fb1c0eda9e48', 'name': 'Buffalo'}",US,,,,e2c00c56-8365-4160-9f40-a64682917633,,,['0000000121699090'],{'begin': '1986'},Goo Goo Dolls,Goo Goo Dolls,Group
1786,"{'sort-name': 'Northern Ireland', 'iso-3166-2-code-list': ['GB-NIR'], 'id': '2b30f961-ed7c-40d2-a9c5-6a905b35439a', 'name': 'Northern Ireland'}","{'sort-name': 'Belfast', 'iso-3166-2-code-list': ['GB-BFS'], 'id': '057ce294-2684-46fd-aee1-4d8c6b4bf4ef', 'name': 'Belfast'}",,,,Male,a41ac10f-0a56-4672-9161-b83f9b223559,00021569103,['00021569103'],['0000000118845608'],{'begin': '1945-08-31'},Van Morrison,"Morrison, Van",Person
